TIME,FLIGHT,FROM,AIRLINE,AIRCRAFT,,STATUS
"Friday, Jun 27",,,,,,
12:17 AM,NK2493,Detroit (DTW),Spirit Airlines,A21N (N742NK),,Landed 11:52 PM
12:23 AM,DL2190,New York (JFK),Delta Air Lines,A21N (N530DE),,Landed 12:59 AM
12:24 AM,NK2302,Orlando (MCO),Spirit Airlines,A21N (N716NK),,Landed 11:59 PM
12:26 AM,NK2564,Fort Lauderdale (FLL),Spirit Airlines,A321 (N661NK),,Landed 1:45 AM
12:40 AM,AA659,Miami (MIA),American Airlines,A319 (N4005X),,Landed 12:46 AM
12:54 AM,DL471,Los Angeles (LAX),Delta Air Lines,B739 (N891DN),,Landed 12:43 AM
1:00 AM,CV6105,San Juan (SJU),Cargolux,B744 (LX-ECV),,Landed 1:31 AM
1:00 AM,CV6104,San Juan (SJU),Cargolux,747,,Unknown
1:35 AM,DL797,Seattle (SEA),Delta Air Lines,B739 (N874DN),,Landed 1:20 AM
1:41 AM,DL8877,New York (JFK),Delta Air Lines,B752 (N649DL),,Landed 2:04 AM
2:04 AM,DL9963,Chattanooga (CHA),Delta Air Lines,-,,Canceled
2:09 AM,8C3305,Wilmington (ILN),Amazon Air,B763 (N617AZ),,Landed 1:54 AM
2:15 AM,KE255,Anchorage (ANC),Korean Air,74N,,Unknown
3:08 AM,DL8844,Pittsburgh (PIT),Delta Air Lines,B752 (N692DL),,Landed 4:00 AM
3:28 AM,5X1306,Louisville (SDF),UPS,MD11 (N262UP),,Landed 3:24 AM
4:15 AM,CX2091,Dallas (DFW),Cathay Pacific,74N,,Unknown
4:15 AM,CX2091,Dallas (DFW),Cathay Pacific,74N,,Unknown
4:29 AM,DL543,Santa Ana (SNA),Delta Air Lines,B752 (N723TW),,Landed 4:21 AM
4:37 AM,FX1421,Memphis (MEM),FedEx,B763 (N263FE),,Landed 4:35 AM
4:39 AM,FX1703,Indianapolis (IND),FedEx,B763 (N268FE),,Landed 4:30 AM
4:58 AM,5X1308,Philadelphia (PHL),UPS,A306 (N142UP),,Landed 4:54 AM
5:00 AM,DL783,Los Angeles (LAX),Delta Air Lines,B739 (N893DN),,Landed 4:50 AM
5:00 AM,DL487,San Diego (SAN),Delta Air Lines,A321 (N119DN),,Landed 4:52 AM
5:00 AM,F92428,Las Vegas (LAS),Frontier (Choo the Pika Livery),A20N (N331FR),,Landed 5:40 AM
5:00 AM,5X1302,Louisville (SDF),UPS,B763 (N353UP),,Landed 5:18 AM
5:04 AM,5X1304,Louisville (SDF),UPS,A306 (N161UP),,Landed 4:37 AM
5:07 AM,F93216,Los Angeles (LAX),Frontier (Abaco the Kirtland's Warbler Livery),A21N (N630FR),,Landed 6:28 AM
5:12 AM,DL635,San Francisco (SFO),Delta Air Lines,B739 (N812DN),,Landed 5:17 AM
5:12 AM,DL888,Portland (PDX),Delta Air Lines,B739 (N884DN),,Landed 5:54 AM
5:12 AM,DL912,Salt Lake City (SLC),Delta Air Lines,A321 (N376DN),,Landed 5:49 AM
5:15 AM,F9312,San Pedro Sula (SAP),Frontier (Pike the Otter Livery),A320 (N235FR),,Landed 4:56 AM
5:17 AM,DL828,Ontario (ONT),Delta Air Lines,A321 (N126DN),,Landed 5:00 AM
5:21 AM,FX1079,Greensboro (GSO),FedEx,B752 (N997FD),,Landed 4:41 AM
5:23 AM,FX1463,Memphis (MEM),FedEx,B763 (N252FE),,Landed 5:24 AM
5:25 AM,DL110,Buenos Aires (EZE),Delta Air Lines (Team USA Livery),A339 (N411DX),,Landed 5:30 AM
5:28 AM,DL567,Seattle (SEA),Delta Air Lines,B739 (N824DN),,Landed 5:55 AM
5:29 AM,F931,Santo Domingo (SDQ),Frontier (Colorado the Bighorn Sheep Livery),A20N (N323FR),,Landed 5:28 AM
5:29 AM,FX1774,Indianapolis (IND),FedEx,B763 (N284FE),,Landed 5:38 AM
5:31 AM,DL417,Las Vegas (LAS),Delta Air Lines,A321 (N392DN),,Landed 5:47 AM
5:36 AM,KE8255,Dallas (DFW),Korean Air Cargo,B748 (HL7610),,Landed 5:32 AM
5:37 AM,DL632,Quito (UIO),Delta Air Lines,B752 (N543US),,Landed 5:05 AM
5:43 AM,DL833,Boise (BOI),Delta Air Lines,A321 (N336DX),,Landed 5:30 AM
5:44 AM,DL1322,San Diego (SAN),Delta Air Lines,A321 (N381DZ),,Landed 5:44 AM
5:50 AM,DL60,Rio de Janeiro (GIG),Delta Air Lines,B763 (N198DN),,Landed 5:34 AM
5:54 AM,DL309,Honolulu (HNL),Delta Air Lines,A333 (N804NW),,Landed 5:42 AM
5:56 AM,DL302,Denver (DEN),Delta Air Lines,A321 (N383DZ),,Landed 5:46 AM
5:59 AM,DL769,Sacramento (SMF),Delta Air Lines,B739 (N899DN),,Landed 5:51 AM
6:00 AM,DL899,Los Angeles (LAX),Delta Air Lines,A321 (N358DN),,Landed 8:00 AM
6:00 AM,DL561,Fresno (FAT),Delta Air Lines,B738 (N384DA),,Landed 6:01 AM
6:00 AM,UA604,Denver (DEN),United Airlines,B39M (N67501),,Landed 6:08 AM
6:03 AM,DL1102,San Jose (SJC),Delta Air Lines,B739 (N897DN),,Landed 5:50 AM
6:05 AM,DL391,Reno (RNO),Delta Air Lines,B752 (N553NW),,Landed 5:57 AM
6:05 AM,WN4195,Phoenix (PHX),Southwest Airlines,B738 (N8329B),,Landed 6:29 AM
6:10 AM,F93294,Denver (DEN),Frontier (Miracle the Seagull Livery),A20N (N350FR),,Landed 6:06 AM
6:15 AM,WN5146,Las Vegas (LAS),Southwest Airlines,B38M (N8781Q),,Landed 6:10 AM
6:20 AM,DL146,Santiago (SCL),Delta Air Lines,A359 (N525DN),,Landed 6:05 AM
6:21 AM,DL2722,Jacksonville (JAX),Delta Air Lines,B752 (N696DL),,Landed 5:58 AM
6:25 AM,DL683,Spokane (GEG),Delta Air Lines,B739 (N868DN),,Landed 6:12 AM
6:25 AM,DL967,Seattle (SEA),Delta Air Lines,B739 (N883DN),,Landed 6:23 AM
6:25 AM,NK2573,Las Vegas (LAS),Spirit Airlines,A20N (N967NK),,Landed 6:05 AM
6:28 AM,UA1083,San Francisco (SFO),United Airlines,B738 (N27246),,Landed 6:19 AM
6:29 AM,DL1729,Savannah (SAV),Delta Air Lines,B739 (N816DN),,Landed 6:02 AM
6:29 AM,DL3064,Greenville-Spartanburg (GSP),Delta Air Lines,B739 (N823DN),,Landed 6:18 AM
6:30 AM,F91448,San Francisco (SFO),Frontier (Stretch the Great Blue Heron Livery),A20N (N334FR),,Landed 5:59 AM
6:31 AM,DL2406,Chattanooga (CHA),Delta Air Lines,B712 (N980AT),,Landed 6:16 AM
6:31 AM,DL3055,Charleston (CHS),Delta Air Lines,B739 (N872DN),,Landed 6:14 AM
6:38 AM,DL972,Portland (PDX),Delta Air Lines,B739 (N919DU),,Landed 6:41 AM
6:39 AM,DL929,Phoenix (PHX),Delta Air Lines,A321 (N339DN),,Landed 6:51 AM
6:43 AM,DL3241,Raleigh-Durham (RDU),Delta Air Lines,B739 (N962DZ),,Landed 6:30 AM
6:44 AM,DL495,San Francisco (SFO),Delta Air Lines,B739 (N857DZ),,Landed 6:35 AM
6:44 AM,DL3015,Knoxville (TYS),Delta Air Lines,B738 (N382DA),,Landed 6:15 AM
6:45 AM,DL2330,Tampa (TPA),Delta Air Lines,B752 (N823DX),,Landed 6:29 AM
6:45 AM,DL5291,Augusta (AGS),Delta Connection,CRJ9 (N602LR),,Landed 6:20 AM
6:49 AM,DL2712,Asheville (AVL),Delta Air Lines,B712 (N961AT),,Landed 6:26 AM
6:49 AM,DL3018,Greensboro (GSO),Delta Air Lines,B739 (N863DN),,Landed 6:44 AM
6:50 AM,DL722,Las Vegas (LAS),Delta Air Lines,A321 (N385DZ),,Landed 7:21 AM
6:50 AM,DL1977,Tallahassee (TLH),Delta Air Lines,B712 (N933AT),,Landed 6:21 AM
6:50 AM,DL2743,Charlotte (CLT),Delta Air Lines,B712 (N891AT),,Landed 7:02 AM
6:50 AM,DL3038,Columbia (CAE),Delta Air Lines,B712 (N894AT),,Landed 6:11 AM
6:54 AM,WS1992,Calgary (YYC),WestJet,B38M (C-FNAX),,Landed 6:47 AM
6:55 AM,WS1598,Vancouver (YVR),WestJet,B38M (C-GAMQ),,Landed 6:55 AM
6:57 AM,DL1548,Orlando (MCO),Delta Air Lines,B752 (N684DA),,Landed 6:38 AM
7:04 AM,DL1460,Richmond (RIC),Delta Air Lines,B752 (N552NW),,Landed 6:45 AM
7:05 AM,DL150,Lima (LIM),Delta Air Lines,A359 (N570DZ),,Landed 7:06 AM
7:06 AM,DL320,Los Angeles (LAX),Delta Air Lines,A321 (N308DN),,Landed 8:12 AM
7:07 AM,5Y8986,Anchorage (ANC),YunExpress,B77L (N704GT),,Landed 7:08 AM
7:09 AM,DL1430,Norfolk (ORF),Delta Air Lines,B752 (N692DL),,Landed 11:18 AM
7:12 AM,NK2403,Los Angeles (LAX),Spirit Airlines,A21N (N746NK),,Landed 7:25 AM
7:14 AM,DL416,Anchorage (ANC),Delta Air Lines,B763 (N171DZ),,Landed 7:22 AM
7:14 AM,DL1168,Fort Lauderdale (FLL),Delta Air Lines,B752 (N673DL),,Landed 6:52 AM
7:16 AM,DL1504,Pittsburgh (PIT),Delta Air Lines,B739 (N945DZ),,Landed 6:57 AM
7:16 AM,DL2441,Cincinnati (CVG),Delta Air Lines,B739 (N963DZ),,Landed 7:05 AM
7:17 AM,DL2012,Blountville (TRI),Delta Air Lines,B712 (N966AT),,Landed 6:58 AM
7:17 AM,DL2184,Lexington (LEX),Delta Air Lines,B712 (N892AT),,Landed 7:03 AM
7:19 AM,DL2375,Detroit (DTW),Delta Air Lines,B739 (N912DU),,Landed 7:07 AM
7:19 AM,DL2440,Jacksonville (JAX),Delta Air Lines,B752 (N900PC),,Landed 7:11 AM
7:20 AM,DL1385,Fort Myers (RSW),Delta Air Lines,B752 (N6714Q),,Landed 7:18 AM
7:20 AM,DL5255,Valdosta (VLD),Delta Connection,CRJ9 (N306PQ),,Landed 7:03 AM
7:21 AM,DL2162,Birmingham (BHM),Delta Air Lines,B739 (N939DZ),,Landed 6:58 AM
7:22 AM,DL1998,Louisville (SDF),Delta Air Lines,B738 (N3749D),,Landed 7:04 AM
7:22 AM,DL2937,Roanoke (ROA),Delta Air Lines,A319 (N358NB),,Landed 6:54 AM
7:22 AM,DL3140,Dayton (DAY),Delta Air Lines,B712 (N994AT),,Landed 7:12 AM
7:22 AM,NK2350,Detroit (DTW),Spirit Airlines,A21N (N726NK),,Landed 6:49 AM
7:23 AM,DL652,Seattle (SEA),Delta Air Lines,B739 (N927DZ),,Landed 7:13 AM
7:23 AM,DL1856,Gainesville (GNV),Delta Air Lines,B712 (N935AT),,Landed 6:47 AM
7:23 AM,DL2820,Myrtle Beach (MYR),Delta Air Lines,A320 (N340NW),,Landed 6:59 AM
7:23 AM,DL2950,Baltimore (BWI),Delta Air Lines,B752 (N698DL),,Landed 7:10 AM
7:23 AM,DL5403,Columbus (CSG),Delta Connection,CRJ9 (N605LR),,Landed 7:05 AM
7:23 AM,NK2706,Columbus (CMH),Spirit Airlines,A21N (N710NK),,Landed 7:29 AM
7:24 AM,DL2637,Nashville (BNA),Delta Air Lines,B739 (N955DZ),,Landed 7:10 AM
7:26 AM,DL1936,Daytona Beach (DAB),Delta Air Lines,B739 (N961DZ),,Landed 6:56 AM
7:28 AM,DL1249,Miami (MIA),Delta Air Lines,B752 (N551NW),,Landed 7:04 AM
7:28 AM,DL4888,Jacksonville (OAJ),Delta Connection,CRJ9 (N924XJ),,Landed 7:08 AM
7:29 AM,DL2953,Melbourne (MLB),Delta Air Lines,B712 (N990AT),,Landed 7:12 AM
7:29 AM,,Concord (USA),-,CRJ7 (N519JG),,Landed 7:55 AM
7:30 AM,DL1269,Philadelphia (PHL),Delta Air Lines,A321 (N362DN),,Landed 9:15 AM
7:30 AM,DL2124,Charleston (CHS),Delta Air Lines,B739 (N942DZ),,Landed 7:19 AM
7:30 AM,DL3145,Greenville-Spartanburg (GSP),Delta Air Lines,B739 (N873DN),,Landed 7:19 AM
7:30 AM,DL4941,Charlottesville (CHO),Delta Connection,CRJ9 (N913XJ),,Landed 7:00 AM
7:30 AM,DL5354,Charleston (CRW),Delta Connection,CRJ7 (N371CA),,Landed 7:17 AM
7:30 AM,DL3039,Chattanooga (CHA),Delta Air Lines,B712 (N893AT),,Landed 7:00 AM
7:30 AM,DL5486,Fayetteville (FAY),Delta Connection,CRJ9 (N907XJ),,Landed 7:02 AM
7:31 AM,,Concord (USA),-,E145 (N509RH),,Landed 7:33 AM
7:32 AM,F92409,Cleveland (CLE),Frontier Airlines,A21N (N667FR),,Landed 7:01 AM
7:35 AM,DL104,Sao Paulo (GRU),Delta Air Lines,A333 (N811NW),,Landed 7:15 AM
7:35 AM,DL1449,Wilmington (ILM),Delta Air Lines,B712 (N998AT),,Landed 7:17 AM
7:35 AM,DL2469,Columbus (CMH),Delta Air Lines,B739 (N825DN),,Landed 7:14 AM
7:36 AM,DL1499,Sarasota (SRQ),Delta Air Lines,B752 (N547US),,Landed 7:14 AM
7:36 AM,DL3105,Indianapolis (IND),Delta Air Lines,B739 (N881DN),,Landed 7:15 AM
7:43 AM,DL690,San Francisco (SFO),Delta Air Lines,B739 (N911DQ),,Landed 7:35 AM
7:43 AM,DL1666,Memphis (MEM),Delta Air Lines,B712 (N989AT),,Landed 7:22 AM
7:43 AM,F91563,Orlando (MCO),Frontier (Betty the Bluebird Livery),A320 (N230FR),,Landed 10:12 AM
7:46 AM,DL410,Washington (DCA),Delta Air Lines,A319 (N315NB),,Landed 7:40 AM
7:46 AM,DL1494,Orlando (MCO),Delta Air Lines,B753 (N590NW),,Landed 7:35 AM
7:46 AM,DL2550,Washington (IAD),Delta Air Lines,A319 (N326NB),,Landed 7:36 AM
7:47 AM,DL857,Las Vegas (LAS),Delta Air Lines,A321 (N117DX),,Landed 7:37 AM
7:47 AM,DL2734,Cleveland (CLE),Delta Air Lines,B739 (N885DN),,Landed 7:41 AM
7:47 AM,GB510,Cincinnati (CVG),DHL,B763 (N290CM),,Landed 7:29 AM
7:48 AM,DL1376,West Palm Beach (PBI),Delta Air Lines,A321 (N311DN),,Landed 7:27 AM
7:49 AM,AS464,Seattle (SEA),Alaska Airlines,B39M (N977AK),,Landed 7:45 AM
7:49 AM,DL1702,Savannah (SAV),Delta Air Lines,B739 (N809DN),,Landed 7:26 AM
7:50 AM,DL3555,Fort Wayne (FWA),Delta Connection,CRJ9 (N833SK),,Landed 7:31 AM
7:51 AM,DL1547,New Orleans (MSY),Delta Air Lines,B752 (N676DL),,Landed 7:34 AM
7:51 AM,F92551,Philadelphia (PHL),Frontier (D&A the Hispaniolan Parakeets Livery),A21N (N635FR),,Landed 7:18 AM
7:51 AM,NK2217,New York (EWR),Spirit Airlines,A321 (N679NK),,Landed 7:35 AM
7:52 AM,DL3061,Columbia (CAE),Delta Air Lines,B712 (N985AT),,Landed 7:24 AM
7:52 AM,DL3240,Raleigh-Durham (RDU),Delta Air Lines,B739 (N938DZ),,Landed 7:32 AM
7:55 AM,WN3624,Washington (DCA),Southwest Airlines,B737 (N240WN),,Landed 8:07 AM
7:59 AM,DL1806,Tampa (TPA),Delta Air Lines,B752 (N686DA),,Landed 7:36 AM
7:59 AM,DL3939,Albany (ABY),Delta Connection,CRJ9 (N809SK),,Landed 7:43 AM
8:02 AM,DL2453,Grand Rapids (GRR),Delta Air Lines,B739 (N933DZ),,Landed 7:52 AM
8:04 AM,DL1255,Harrisburg (MDT),Delta Air Lines,B712 (N943AT),,Landed 7:27 AM
8:05 AM,DL1565,Little Rock (LIT),Delta Air Lines,B738 (N3743H),,Landed 7:53 AM
8:06 AM,DL2664,Buffalo (BUF),Delta Air Lines,B739 (N898DN),,Landed 7:45 AM
8:06 AM,DL2853,Asheville (AVL),Delta Air Lines,B712 (N942AT),,Landed 7:46 AM
8:07 AM,DL5317,Knoxville (TYS),Delta Connection,CRJ9 (N228PQ),,Landed 8:40 AM
8:07 AM,F91596,Chicago (ORD),Frontier (Lewis the Greater Sage-Grouse Livery),A20N (N378FR),,Landed 7:47 AM
8:08 AM,DL2241,Greensboro (GSO),Delta Air Lines,B739 (N829DN),,Landed 7:38 AM
8:08 AM,DL3020,Huntsville (HSV),Delta Air Lines,B712 (N951AT),,Landed 7:30 AM
8:08 AM,F94707,Washington (IAD),Frontier (Scarlet the Tanager Livery),A20N (N354FR),,Landed 7:31 AM
8:09 AM,DL1108,Syracuse (SYR),Delta Air Lines,A321 (N111DC),,Landed 7:49 AM
8:09 AM,EJA447,Chattanooga (CHA),NetJets,E55P,,Unknown
8:10 AM,DL1200,Rochester (ROC),Delta Air Lines,A320 (N373NW),,Landed 7:51 AM
8:10 AM,DL3949,Montgomery (MGM),Delta Connection,CRJ7 (N776SK),,Landed 7:40 AM
8:10 AM,DL4107,South Bend (SBN),Delta Connection,CRJ9 (N816SK),,Landed 7:49 AM
8:10 AM,DL4912,Dothan (DHN),Delta Connection,CRJ9 (N134EV),,Landed 7:58 AM
8:11 AM,F92911,Tampa (TPA),Frontier (Verde the Resplendent Quetzal Livery),A20N (N380FR),,Landed 3:43 PM
8:12 AM,DL5453,Allentown (ABE),Delta Connection,CRJ9 (N300PQ),,Landed 7:54 AM
8:13 AM,DL1364,Norfolk (ORF),Delta Air Lines,B752 (N694DL),,Landed 8:11 AM
8:13 AM,DL2360,Augusta (AGS),Delta Air Lines,B712 (N982AT),,Landed 7:32 AM
8:13 AM,DL3114,Panama City (ECP),Delta Air Lines,B739 (N814DN),,Landed 7:47 AM
